song_id,valence_std,arousal_std,n_raters
2,0.9944289260117531,0.6666666666666666,10
3,1.8408935028645435,1.7029386365926402,10
4,1.4944341180973262,1.7159383568311668,10
5,2.1186998109427604,1.946506842754191,10
7,1.5491933384829668,1.776388345929897,10
8,1.4757295747452437,1.6193277068654826,10
10,1.7638342073763937,1.946506842754191,10
12,2.0138409955990952,1.9888578520235063,10
13,1.4757295747452437,1.7638342073763937,10
17,1.8973665961010275,2.160246899469287,10
18,1.8135294011647258,1.449137674618944,10
19,1.728840330651992,2.0027758514399734,10
20,2.6331223544175333,2.223610677354389,10
21,0.9660917830792959,1.4944341180973262,10
22,1.4142135623730951,1.5491933384829668,10
24,1.7029386365926402,1.8529256146249728,10
25,0.7378647873726218,2.6687491868330793,10
31,1.636391694484477,1.6193277068654826,10
32,1.8737959096740262,1.5670212364724212,10
35,2.250925735484551,2.223610677354389,10
37,2.2211108331943574,2.110818693198342,10
39,1.946506842754191,2.503331114069145,10
40,1.3498971154211057,1.6193277068654826,10
41,1.7029386365926402,1.3703203194062976,10
42,1.66332999331662,2.024845673131659,10
43,2.4517567397911058,1.5811388300841898,10
44,1.1005049346146119,1.66332999331662,10
45,2.5582111805799856,1.449137674618944,10
46,2.0575065816014617,1.8257418583505538,10
47,1.837873166945363,1.6465452046971292,10
48,1.9578900207451218,1.8737959096740262,10
49,1.3703203194062976,1.2516655570345725,10
50,1.0749676997731399,1.1352924243950935,10
51,1.1737877907772674,1.0327955589886446,10
52,1.1737877907772674,1.9119507199599983,10
53,2.496664441476534,1.7919573407620817,10
54,1.66332999331662,1.7029386365926402,10
55,1.398411797560202,1.1737877907772674,10
56,1.505545305418162,1.4757295747452437,10
58,1.636391694484477,1.6465452046971292,10
59,1.8287822299126937,2.024845673131659,10
60,1.5670212364724212,0.5163977794943223,10
62,0.9189365834726815,1.286683937707919,10
64,1.3498971154211057,1.66332999331662,10
65,1.505545305418162,1.9321835661585918,10
67,0.7888106377466154,1.4757295747452437,10
68,1.398411797560202,1.728840330651992,10
69,0.9189365834726815,0.8755950357709131,10
70,1.776388345929897,1.505545305418162,10
71,1.5951314818673865,0.8232726023485646,10
72,1.8287822299126937,2.1186998109427604,10
73,1.8135294011647258,1.837873166945363,10
74,1.7638342073763937,1.4944341180973262,10
76,1.4944341180973262,1.9321835661585918,10
77,2.1499353995462798,1.1972189997378648,10
78,1.6465452046971292,2.024845673131659,10
79,2.223610677354389,1.4337208778404378,10
80,1.4142135623730951,1.449137674618944,10
81,2.024845673131659,1.7919573407620817,10
82,1.5238839267549948,1.7159383568311668,10
83,1.1005049346146119,1.8135294011647258,10
84,2.1317702607092643,1.837873166945363,10
85,1.1972189997378648,1.6865480854231356,10
86,1.7126976771553506,1.2649110640673518,10
87,2.5841396591085743,0.9660917830792959,10
88,1.8287822299126937,1.35400640077266,10
89,2.41522945769824,2.1499353995462798,10
90,1.8287822299126937,1.8135294011647258,10
91,1.509230856356236,1.2692955176439846,10
92,2.2997584414213788,1.888562063228706,10
93,0.7888106377466154,1.8257418583505538,10
95,1.946506842754191,2.3190036174568114,10
96,1.398411797560202,1.3703203194062976,10
98,1.8287822299126937,1.4944341180973262,10
99,1.946506842754191,2.0789954839350235,10
101,1.7126976771553506,0.9189365834726815,10
102,0.97182531580755,1.6465452046971292,10
103,2.0110804171997807,1.888562063228706,10
104,1.9119507199599983,1.888562063228706,10
105,1.509230856356236,1.4907119849998598,10
106,1.5776212754932308,1.2516655570345725,10
107,2.1081851067789197,2.250925735484551,10
108,1.7159383568311668,2.043961295567452,10
109,2.3664319132398464,1.5811388300841898,10
110,1.8973665961010275,0.9189365834726815,10
111,1.3374935098492586,1.4944341180973262,10
112,1.0327955589886446,1.6465452046971292,10
113,1.3498971154211057,0.9189365834726815,10
114,0.7888106377466154,0.9486832980505138,10
115,0.699205898780101,1.2292725943057183,10
116,1.6465452046971292,1.286683937707919,10
117,1.5238839267549948,1.8257418583505538,10
118,2.024845673131659,1.9550504398153574,10
119,2.406010991015812,1.3165611772087666,10
120,1.6865480854231356,1.699673171197595,10
121,0.8755950357709131,1.5951314818673865,10
122,2.0138409955990952,1.9550504398153574,10
123,1.66332999331662,1.5491933384829668,10
124,1.3374935098492586,0.7888106377466154,10
125,1.9578900207451218,1.398411797560202,10
126,1.728840330651992,1.449137674618944,10
127,1.9436506316151,1.766981104093143,10
128,1.505545305418162,1.632993161855452,10
129,1.8135294011647258,1.7638342073763937,10
130,1.4944341180973262,1.398411797560202,10
131,1.1005049346146119,1.728840330651992,10
133,2.0976176963403033,1.2292725943057183,10
134,1.837873166945363,1.247219128924647,10
135,2.359378449224852,1.509230856356236,10
136,1.398411797560202,1.1352924243950935,10
137,1.766981104093143,1.398411797560202,10
138,2.780887148615228,0.9660917830792959,10
140,1.5491933384829668,2.1213203435596424,10
142,1.8973665961010275,1.8135294011647258,10
143,1.8257418583505538,1.5238839267549948,10
144,1.1737877907772674,0.9486832980505138,10
145,2.024845673131659,2.0110804171997807,10
146,1.8973665961010275,2.0138409955990952,10
148,1.2516655570345725,2.160246899469287,10
149,1.9550504398153574,2.024845673131659,10
150,2.581988897471611,2.3190036174568114,10
151,2.0548046676563256,1.35400640077266,10
152,1.7126976771553506,1.505545305418162,10
153,2.024845673131659,1.7795130420052185,10
154,1.7511900715418263,1.9692073983655907,10
155,2.0655911179772892,0.9660917830792959,10
156,1.2649110640673518,0.48304589153964794,10
157,1.7638342073763937,1.1352924243950935,10
158,0.7378647873726218,1.505545305418162,10
159,2.6997942308422114,1.9119507199599983,10
160,2.223610677354389,1.6499158227686108,10
161,1.2516655570345725,2.0138409955990952,10
162,1.766981104093143,1.0749676997731399,10
163,1.3498971154211057,1.4337208778404378,10
164,1.7919573407620817,2.0789954839350235,10
166,1.5238839267549948,1.1352924243950935,10
167,1.4181364924121764,1.7029386365926402,10
168,1.4181364924121764,1.6465452046971292,10
169,0.8432740427115678,1.1352924243950935,10
170,1.632993161855452,1.563471919941143,10
171,0.7378647873726218,1.837873166945363,10
172,2.3475755815545347,2.3570226039551585,10
173,1.776388345929897,1.2292725943057183,10
174,1.699673171197595,1.4757295747452437,10
175,1.4181364924121764,1.636391694484477,10
176,1.7126976771553506,1.66332999331662,10
177,1.4757295747452437,1.837873166945363,10
178,2.2010098692292237,2.2135943621178655,10
179,2.1499353995462798,2.0548046676563256,10
180,1.9888578520235063,1.449137674618944,10
181,2.2135943621178655,0.97182531580755,10
182,0.9189365834726815,2.1628170930011112,10
184,1.9550504398153574,1.1737877907772674,10
185,2.024845673131659,1.429840705968481,10
186,1.766981104093143,1.699673171197595,10
187,1.9578900207451218,2.0575065816014617,10
188,1.632993161855452,1.636391694484477,10
189,1.7159383568311668,1.66332999331662,10
190,1.9321835661585918,1.3703203194062976,10
191,2.1317702607092643,2.0027758514399734,10
192,0.6324555320336759,0.5676462121975467,10
193,1.9119507199599983,1.4142135623730951,10
194,1.888562063228706,1.3374935098492586,10
195,2.043961295567452,0.8232726023485646,10
196,1.766981104093143,1.7159383568311668,10
197,1.4757295747452437,1.398411797560202,10
198,0.7378647873726218,1.888562063228706,10
199,1.5670212364724212,1.3374935098492586,10
201,1.5670212364724212,1.6193277068654826,10
202,1.429840705968481,1.4757295747452437,10
203,2.0682789409984763,1.7511900715418263,10
204,2.1186998109427604,1.0327955589886446,10
205,1.4907119849998598,2.1213203435596424,10
206,0.8232726023485646,1.0749676997731399,10
207,2.2010098692292237,2.573367875415838,10
208,2.1499353995462798,1.0801234497346435,10
209,0.9944289260117531,1.9550504398153574,10
210,2.250925735484551,2.273030282830976,10
211,1.286683937707919,0.8755950357709131,10
212,1.6465452046971292,1.8973665961010275,10
213,1.5776212754932308,1.7159383568311668,10
214,2.0655911179772892,1.66332999331662,10
215,2.2010098692292237,1.2649110640673518,10
